Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,region,location_word,lat,long
2017-0342-IND,2017,0342,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2017,8,11,2017,8,31,514,NA,17200000,NA,17200000,NA,NA,1567000,95.8781657744988,India_SriLanka,araria,26.14934,87.51323
2017-0342-IND,2017,0342,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2017,8,11,2017,8,31,514,NA,17200000,NA,17200000,NA,NA,1567000,95.8781657744988,India_SriLanka,jogbani,26.39905,87.26525
2017-0342-IND,2017,0342,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2017,8,11,2017,8,31,514,NA,17200000,NA,17200000,NA,NA,1567000,95.8781657744988,India_SriLanka,bihar,25.75,85.75
2017-0342-IND,2017,0342,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2017,8,11,2017,8,31,514,NA,17200000,NA,17200000,NA,NA,1567000,95.8781657744988,India_SriLanka,uttar pradesh,26.46523,80.34975
2017-0342-IND,2017,0342,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rain,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2017,8,11,2017,8,31,514,NA,17200000,NA,17200000,NA,NA,1567000,95.8781657744988,India_SriLanka,west bengal,22.56263,88.36304
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,uttar pradesh,26.46523,80.34975
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,siddharthnagar,27.25797,83.01465
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,balarampur,23.09714,86.22292
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,bahraich,27.57429,81.59474
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,shravasti,27.50746,82.0047
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,maharajganj,27.16945,83.50667
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,barabanki,26.93129,81.19841
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,lakhimpur kheri,27.94822,80.77935
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,gorakhpur,26.76628,83.36889
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,muzaffarnagar,29.47091,77.70332
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,gonda,27.13181,81.95332
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,basti,26.78817,82.71617
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,mirzapur,25.1449,82.56534
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,khiri,25.33701,83.8532
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,deoria,26.50167,83.77936
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,sitapur,27.56192,80.68265
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,bijnore,NA,NA
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,faizabad,26.77549,82.15018
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,pilibhit,28.63124,79.80436
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,farrukhabad,27.39134,79.5793
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,mau,25.94167,83.56111
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,kushinagar,26.74028,83.88889
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,badaun,28.03811,79.12668
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,ambedkar nagar,26.40544,82.69762
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,azamgarh,26.06832,83.18358
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,santkabir nagar,NA,NA
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,ghazipur,25.58333,83.58526
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,NA,NA,NA,Kill,India,IND,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,NA,2700000,NA,2700000,NA,NA,NA,95.8781657744988,India_SriLanka,balia,21.74995,84.68362
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,colombo,6.93548,79.84868
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,gampaha,7.2083,79.8358
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,kalutara,6.5831,79.9593
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,k,7.2296,79.87616
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,y,7.5445,81.69206
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,matalen nuwara eliya,NA,NA
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,galle,6.0461,80.2103
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,hambantota,6.28389,81.1239
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,matara,5.94851,80.53528
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,jaffna,9.66845,80.00742
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,kilinochchi,9.3961,80.3982
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,mannar,8.86667,80.08333
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,vavuniya,8.7514,80.4971
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,mulativu,NA,NA
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,batticaloa,7.7102,81.6924
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,ampara,7.40902,81.83472
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,trincomalee,8.5778,81.2289
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,kurunegala,7.4839,80.3683
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,puttalam,8.0362,79.8283
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,anuradhapura,8.31223,80.41306
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,polonnaruwa,7.93965,81.00274
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,badulla,6.9802,81.0577
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,moneragala,6.66667,81.33333
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,ratnapura,6.6858,80.4036
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,kegalle,7.2523,80.3436
2017-0307-LKA,2017,0307,Natural,Biological,Epidemic,Viral disease,NA,Dengue,Kill,Sri Lanka,LKA,Southern Asia,Asia,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,2017,1,1,2017,10,9,320,155715,NA,NA,155715,NA,NA,NA,95.8781657744988,India_SriLanka,kamunai,NA,NA
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,NA,NA,NA,Affected,Sri Lanka,LKA,Southern Asia,Asia,Heavy rains,NA,NA,NA,NA,NA,NA,22923,Km2,8.604,80.637,NA,NA,2017,11,3,2017,11,13,9,NA,13197,NA,13197,NA,NA,NA,95.8781657744988,India_SriLanka,telippalai,NA,NA
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,NA,NA,NA,Affected,Sri Lanka,LKA,Southern Asia,Asia,Heavy rains,NA,NA,NA,NA,NA,NA,22923,Km2,8.604,80.637,NA,NA,2017,11,3,2017,11,13,9,NA,13197,NA,13197,NA,NA,NA,95.8781657744988,India_SriLanka,pointpedro,NA,NA
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,NA,NA,NA,Affected,Sri Lanka,LKA,Southern Asia,Asia,Heavy rains,NA,NA,NA,NA,NA,NA,22923,Km2,8.604,80.637,NA,NA,2017,11,3,2017,11,13,9,NA,13197,NA,13197,NA,NA,NA,95.8781657744988,India_SriLanka,kopay,9.695,80.0465
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,NA,NA,NA,Affected,Sri Lanka,LKA,Southern Asia,Asia,Heavy rains,NA,NA,NA,NA,NA,NA,22923,Km2,8.604,80.637,NA,NA,2017,11,3,2017,11,13,9,NA,13197,NA,13197,NA,NA,NA,95.8781657744988,India_SriLanka,maruthankrny,NA,NA
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,NA,NA,NA,Affected,Sri Lanka,LKA,Southern Asia,Asia,Heavy rains,NA,NA,NA,NA,NA,NA,22923,Km2,8.604,80.637,NA,NA,2017,11,3,2017,11,13,9,NA,13197,NA,13197,NA,NA,NA,95.8781657744988,India_SriLanka,chenkannai,NA,NA
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,NA,NA,NA,Affected,Sri Lanka,LKA,Southern Asia,Asia,Heavy rains,NA,NA,NA,NA,NA,NA,22923,Km2,8.604,80.637,NA,NA,2017,11,3,2017,11,13,9,NA,13197,NA,13197,NA,NA,NA,95.8781657744988,India_SriLanka,jaffna,9.66845,80.00742
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,NA,NA,NA,Affected,Sri Lanka,LKA,Southern Asia,Asia,Heavy rains,NA,NA,NA,NA,NA,NA,22923,Km2,8.604,80.637,NA,NA,2017,11,3,2017,11,13,9,NA,13197,NA,13197,NA,NA,NA,95.8781657744988,India_SriLanka,northern,9.66845,80.00742
2018-0295-IND,2018,0295,Natural,Hydrological,Flood,Flash flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rains,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2018,8,7,2018,8,20,504,NA,23000000,220000,23220000,NA,NA,2852480,98.2199906178672,India_SriLanka,thrissur,10.51667,76.21667
2018-0295-IND,2018,0295,Natural,Hydrological,Flood,Flash flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rains,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2018,8,7,2018,8,20,504,NA,23000000,220000,23220000,NA,NA,2852480,98.2199906178672,India_SriLanka,chengannur,9.31575,76.61513
2018-0295-IND,2018,0295,Natural,Hydrological,Flood,Flash flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rains,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2018,8,7,2018,8,20,504,NA,23000000,220000,23220000,NA,NA,2852480,98.2199906178672,India_SriLanka,kerala,8.4855,76.94924
2018-0295-IND,2018,0295,Natural,Hydrological,Flood,Flash flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rains,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2018,8,7,2018,8,20,504,NA,23000000,220000,23220000,NA,NA,2852480,98.2199906178672,India_SriLanka,west bengal,22.56263,88.36304
2018-0295-IND,2018,0295,Natural,Hydrological,Flood,Flash flood,NA,NA,Kill,India,IND,Southern Asia,Asia,Monsoonal rains,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2018,8,7,2018,8,20,504,NA,23000000,220000,23220000,NA,NA,2852480,98.2199906178672,India_SriLanka,odisha,20.5,84.41667
